,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
1073,MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.94kg,1819
1079,MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,1.8kg,1929
1107,Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.7kg,1599
1143,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,No OS,2.4kg,989
1144,HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,3.35kg,1129
1217,MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.43kg,2048.9
1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.2kg,1169
1229,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.2kg,1749
1230,MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.43kg,1948.99
1232,Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.9kg,1949
1239,MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.2kg,1476.11
1249,Razer,Blade Pro,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,1.95kg,3499
1251,MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 (Notebook)  DirectX 12.00,Windows 10,2.7kg,1598
59,MSI,GS73VR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.43kg,2449
124,MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,1.8kg,2241.5
151,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.9kg,2029
263,MSI,GT73EVR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.14kg,2499
306,Asus,Rog GL702VS-GC095T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.9kg,2122
317,MSI,GE63VR 7RF,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.8kg,2099
411,MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.8kg,2249
431,Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,2799
435,HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,3.35kg,1999
537,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,3012.77
559,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,2699
584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.6kg,2663
585,MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.14kg,2729
625,MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.94kg,2267.86
667,Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,3147.37
693,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,3.49kg,2813.75
731,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.36kg,3659.4
767,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,2868.99
790,Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.3kg,2350
820,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.9kg,2415
844,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,3.21kg,2774.63
845,Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.9kg,2419
851,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,3072.89
969,Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.36kg,3154
982,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,3149
986,Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.42kg,2800
1092,MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,3.78kg,2499
1207,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,4.2kg,2599
1227,Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.2kg,2449
1265,Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060 Max-Q  DirectX 12.00,Windows 10,2.34kg,2325
789,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,NVIDIA GeForce GTX 1060-3GB  DirectX 12.00,Windows 10,4.42kg,3588.8
200,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD,NVIDIA GeForce GTX 1060-5GB  DirectX 12.00,Windows 10,3.49kg,6099
243,Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060-5GB  DirectX 12.00,Windows 10,4.7kg,3890
252,Asus,Rog G701VIK-BA060T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD,NVIDIA GeForce GTX 1060-5GB  DirectX 12.00,Windows 10,3.6kg,2999
658,Asus,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD,NVIDIA GeForce GTX 1060-5GB  DirectX 12.00,Windows 10,3.8kg,2799
839,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,NVIDIA GeForce GTX 1060-5GB  DirectX 12.00,Windows 10,3.49kg,5499
953,Dell,Alienware 17,Gaming,17.3,2560x1440,Intel Core i7 6820HK 2.7GHz,16GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1060-5GB  DirectX 12.00,Windows 10,4.36kg,2758
865,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,NVIDIA GeForce GTX 1060-6GB  DirectX 12.00,Windows 10,2.3kg,787
307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,NVIDIA GeForce GTX 1070  DirectX 12.00,Windows 10,2.8kg,649
88,HP,Pavilion 15-CK000nv,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce GTX 1070 (Notebook)  DirectX 12.00,Windows 10,1.83kg,699
221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,NVIDIA GeForce GTX 1070 (Notebook)  DirectX 12.00,No OS,2.8kg,589
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1070 (Notebook)  DirectX 12.00,Windows 10,2.8kg,719
473,Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,NVIDIA GeForce GTX 1070 (Notebook)  DirectX 12.00,Windows 10,2.2kg,469
233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  500GB HDD,NVIDIA GeForce GTX 1070 Max-Q  DirectX 12.00,Windows 10,2.69kg,891
247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1070 Max-Q  DirectX 12.00,No OS,2.69kg,889
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,NVIDIA GeForce GTX 1070 Max-Q  DirectX 12.00,No OS,2.45kg,579
976,Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1070 Max-Q  DirectX 12.00,Windows 10,2.4kg,1009
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD +  2TB HDD,NVIDIA GeForce GTX 1070 Max-Q  DirectX 12.00,Windows 10,2.3kg,1799
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,NVIDIA GeForce GTX 1070 Max-Q  DirectX 12.00,Windows 10,2.3kg,977
1110,Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1070 Max-Q  DirectX 12.00,Windows 10,2.4kg,799
666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1070 Ti  DirectX 12.00,Windows 10,3.31kg,1196
1195,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,NVIDIA GeForce GTX 1070 Ti  DirectX 12.00,Windows 10,3.31kg,1305
618,Dell,Inspiron 7559,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,NVIDIA GeForce GTX 1080  DirectX 12.00,Windows 10,2.59kg,879.01
1236,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080  DirectX 12.00,Windows 10,2.6kg,1272
539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2kg,1299
776,Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.72kg,1099
920,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.6kg,789
1121,MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.9kg,1511.19
1124,Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.59kg,1339
1134,Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,3.52kg,1312.49
1202,HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.18kg,799
1203,Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.591kg,909
1246,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.6kg,1029
1256,MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.3kg,1169
1277,MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.4kg,1229
1283,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.6kg,899
1297,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.6kg,899
1311,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,NVIDIA GeForce GTX 1080 (Notebook)  DirectX 12.00,Windows 10,2.6kg,899
501,Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 Max-Q  DirectX 12.00,Windows 10,4.33kg,1269
954,HP,Omen 17-W006na,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 Max-Q  DirectX 12.00,Windows 10,2.75kg,1399
1075,Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,NVIDIA GeForce GTX 1080 Max-Q  DirectX 12.00,No OS,4kg,998
1112,MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,NVIDIA GeForce GTX 1080 Max-Q  DirectX 12.00,Windows 10,2.6kg,1599
610,MSI,Laptop MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 Ti  DirectX 12.00,Windows 10,4.14kg,2199
1083,Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 Ti  DirectX 12.00,Windows 10,3.21kg,1329
1179,MSI,GS40 Phantom,Gaming,14,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 Ti  DirectX 12.00,Windows 10,1.7kg,1769
1196,MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 Ti  DirectX 12.00,Windows 10,1.91kg,2153.37
1274,Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1080 Ti  DirectX 12.00,Windows 10,4.0kg,1900
1081,Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,NVIDIA GeForce GTX 1650  DirectX 12.00,Windows 10,3.58kg,3975
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,4.3kg,1799
592,MSI,GT80S 6QE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,4.5kg,2349
913,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  256GB SSD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,3.58kg,1279
1061,MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,3.78kg,1545.64
1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,4.6kg,2289.99
1096,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD +  1.0TB Hybrid,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,4.6kg,3240
1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,4.3kg,2299
1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1.0TB Hybrid,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,4.6kg,2749.99
1154,MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,3.78kg,2399
1215,Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 (Notebook)  DirectX 12.00,Windows 10,4.3kg,2150
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 Max-Q  DirectX 12.00,Windows 10,3kg,1504
799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce GTX 1650 SUPER  DirectX 12.00,Windows 10,2.24kg,1339
524,Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24GB,512GB SSD,NVIDIA GeForce GTX 1650 Ti (Notebook)  DirectX 12.00,Windows 10,2.24kg,2968
80,Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,NVIDIA GeForce GTX 1650 Ti Max-Q  DirectX 12.00,Windows 10,2.2kg,530
136,Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,NVIDIA GeForce GTX 1650 Ti Max-Q  DirectX 12.00,Windows 10,2.2kg,572
143,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,NVIDIA GeForce GTX 1650 Ti Max-Q  DirectX 12.00,Windows 10,3kg,655
259,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,NVIDIA GeForce GTX 1650 Ti Max-Q  DirectX 12.00,Windows 10,3kg,702
282,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,NVIDIA GeForce GTX 1650 Ti Max-Q  DirectX 12.00,Windows 10,2.2kg,745
399,Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,NVIDIA GeForce GTX 1650 Ti Max-Q  DirectX 12.00,Windows 10,2.2kg,693.99
